type produit;numero AMM;nom produit;catégorie de condition d’emploi;condition d’emploi libelle;
PPP;2140254;KATOUN;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2140254;KATOUN;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos ou d'une lance • pendant le mélange/chargement - Gants en nitrile certifiés EN 374-3 . - Combinaison de protection de catégorie III type 5/6 . OU - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .  • pendant l'application  - Gants en nitrile certifiés EN 374-3 . - Combinaison de protection non tissée de catégorie III type 5/6 . - Bottes de protection certifiées EN 13 832-3 . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés EN 374-3 . - Combinaison de protection non tissée de catégorie III type 5/6 . OU - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .;
PPP;2140254;KATOUN;Protection du travailleur;Condition: - Combinaison de travail (cotte en coton/polyester 35 %/65 % - grammage d'au moins 230 g/m²) avec traitement déperlant.;
PPP;2140254;KATOUN;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) .  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2140254;KATOUN;Délai de rentrée;Condition: - 24 heures.;
PPP;2140254;KATOUN;Protection du travailleur;Condition: Pour le travailleur devant intervenir sur les voies ferrées avant la fin du délai de rentrée de 24 heures et après respect d'un délai de 6 heures après l'application, porter : - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire de catégorie III type 6 ou conforme à la norme NF EN ISO 27065/A1.;
PPP;2170321;KATOUN GOLD;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'une lance (usage sous abri/plein champ) ● pendant le mélange/chargement - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . ● pendant l'application : sans contact intense avec la végétation Culture basse (< 50 cm)  - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	Bottes de protection certifiées EN 13 832-3 . Culture haute (> 50 cm)  - 	Gants en nitrile certifiés EN 374-3 .  - 	Combinaison de protection de catégorie III type 4 avec capuche . - 	Bottes de protection certifiées EN 13 832-3 . ● pendant l'application : contact intense avec la végétation, cultures hautes et basses  - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de protection de catégorie III type 3 avec capuche.  - 	Bottes de protection certifiées EN 13 832-3 . ● pendant le nettoyage du matériel de pulvérisation - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .;
PPP;2170321;KATOUN GOLD;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe  ● pendant le mélange/chargement - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . ● pendant l'application  Si application avec tracteur avec cabine - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . ● pendant le nettoyage du matériel de pulvérisation - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .;
PPP;2170321;KATOUN GOLD;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos ou d'une lance en plein champ ● pendant le mélange/chargement - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de protection de catégorie III type 5/6 . OU - 	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .  ● pendant l'application  - 	Gants en nitrile certifiés EN 374-3 . -	Combinaison de protection non tissée de catégorie III type 5/6 . - 	Bottes de protection certifiées EN 13 832-3 . ● pendant le nettoyage du matériel de pulvérisation - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de protection non tissée de catégorie III type 5/6 . OU - 	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée.;
PPP;2170321;KATOUN GOLD;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe ● pendant le mélange/chargement - 	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . ● pendant l'application Si application avec tracteur avec cabine ou train désherbeur - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage d'au moins 230 g/m² avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage d'au moins 230 g/m² avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . ● pendant le nettoyage du matériel de pulvérisation - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .;
PPP;2170321;KATOUN GOLD;Protection du travailleur;Condition: - Combinaison de travail (cotte en coton/polyester 35 %/65 % - grammage d'au moins 230 g/m²) avec traitement déperlant. ;
PPP;2170321;KATOUN GOLD;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2170321;KATOUN GOLD;Environnement faune;Condition: - SPe 2 : Pour protéger les organismes aquatiques, ne pas appliquer ce produit sur plus de 50 % de la surface (traitement par tache) pour tous les usages à l'exception des usages sur sites industriels, routes, autoroutes, chemins de fer et zones herbacées extensives.;
PPP;2170321;KATOUN GOLD;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau.;
PPP;2170321;KATOUN GOLD;Environnement faune;Condition: - SPe 4 : Pour protéger les organismes aquatiques, ne pas appliquer sur des surfaces imperméables telles que le bitume, le béton, les pavés et dans toute autre situation où le risque de ruissellement est important pour les usages sur sites industriels, routes, autoroutes, chemins de fer et zones herbacées extensives et pour les usages en traitements généraux (zones non cultivées) et Allées, PJT, Cimetières et voies.;
PPP;2170321;KATOUN GOLD;Environnement milieu;Condition: - SPe 2 :Pour protéger les eaux souterraines, ne pas appliquer ce produit en novembre et décembre sur surfaces perméables. ;
PPP;2170321;KATOUN GOLD;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) . -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2170321;KATOUN GOLD;Environnement flore;Condition: - Ne pas diriger l'application vers les parties vertes des cultures.;
PPP;2170321;KATOUN GOLD;Stockage;Condition: - Agiter le produit dans son emballage avant l'utilisation.;
PPP;2170321;KATOUN GOLD;Délai de rentrée;Condition: - 24 heures;
PPP;2170321;KATOUN GOLD;Protection du travailleur;Condition: Pour le travailleur devant intervenir sur les voies ferrées avant la fin du délai de rentrée de 24 heures et après respect d'un délai de 6 heures après l'application, porter :  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire de catégorie III type 6 ou conforme à la norme NF EN ISO 27065/A1. ;
PPP;2210244;NEUDOSAN;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2210244;NEUDOSAN;Environnement faune;Condition: Peut porter atteinte aux insectes pollinisateurs et à la faune auxiliaire. Eviter toute exposition inutile.;
PPP;2210244;NEUDOSAN;Environnement faune;Condition: - SPe 2 : Pour protéger les organismes aquatiques, ne pas rejeter les eaux usées des serres hors sol directement dans les eaux de surface. ;
PPP;2210244;NEUDOSAN;Délai de rentrée;Condition: - 24 heures;
PPP;2210244;NEUDOSAN;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN143) ou A2P3 (EN 14387). • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  - En cas d'exposition aux gouttelettes pulvérisées, porter un demi-masque filtrant à particules (EN 149) ou un demi-masque (EN 140) équipé d'un filtre à particules P3 (EN 143). • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité. ;
PPP;2210244;NEUDOSAN;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur pneumatique ou d'un atomiseur • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN143) ou A2P3 (EN 14387).  • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de protection de catégorie III type 4 avec capuche .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  - En cas d'exposition aux gouttelettes pulvérisées, porter un demi-masque filtrant à particules (EN 149) ou un demi-masque (EN 140) équipé d'un filtre à particules P3 (EN 143).  • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité.;
PPP;2210244;NEUDOSAN;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'une lance  • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN 143) ou A2P3 (EN 14387) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN 143) ou A2P3 (EN 14387) . • pendant l'application : sans contact intense avec la végétation Culture basse (< 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Bottes de protection certifiées EN 13 832-3 . Culture haute (> 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 avec capuche . - Bottes de protection certifiées EN 13 832-3 . - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN 143) ou A2P3 (EN 14387) . • pendant l'application : contact intense avec la végétation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 3 avec capuche .  - Bottes de protection certifiées EN 13 832-3 . - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN 143) ou A2P3 (EN 14387) . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . ;
PPP;2210244;NEUDOSAN;Protection du travailleur;Condition: - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 et, en cas de contact avec la culture traitée, des gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A).;
PPP;2210244;NEUDOSAN;Respect LMR;Condition: Le délai avant récolte est fixé à 1 ou 3 jours en fonction des pratiques agricoles sur la culture et afin de limiter l'exposition potentielle des consommateurs.;
PPP;2210244;NEUDOSAN;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2210244;NEUDOSAN;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos  • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 .  - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN 143) ou A2P3 (EN 14387) .  • pendant l'application  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN 143) ou A2P3 (EN 14387) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection non tissée de catégorie III type 4 . ;
PPP;2210244;NEUDOSAN;Etiquetage;Condition: - Pour les usages mineurs dont l'autorisation a été accordée dans le cadre de l'article 51 du règlement (CE) n°1107/2009, l'attention de l'utilisateur est attirée sur les risques éventuels de phytotoxicité ou de manque d'efficacité. Avant tout emploi du produit, il est recommandé à l'utilisateur de s'assurer de son efficacité ou de l'absence de risques éventuels de phytotoxicité sur la culture.;
PPP;2210244;NEUDOSAN;Etiquetage;Condition: - L'efficacité du produit étant variable et partielle, préciser les conditions optimales d'utilisation. ;
PPP;2210244;NEUDOSAN;Riverains;Condition: Pour les usages sur 'agrumes', 'ananas', 'artichaut', 'avocatier', 'bananier', 'céleri-branche', 'cerisier', 'choux à inflorescence', 'choux feuillus', 'choux-raves', 'choux', 'corossol', 'cucurbitacées à peau non comestible', 'épinard', 'figuier', 'fraisier', 'fruit de la passion', 'fruits à coque', 'goyavier', 'grenadier', 'kaki', 'kiwaï', 'kiwi', 'laitue', 'litchi', 'manguier', 'tomate-aubergine', 'palmiers alimentaires', 'papayer', 'poivron', 'porte-graine', 'PPAMC', respecter une distance d'au moins 10 mètres entre le dernier rang traité et :          - l'espace fréquenté par les personnes présentes lors du traitement .          - l'espace susceptible d'être fréquenté par des résidents.;
PPP;2160556;AFAENA;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface.  Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2160556;AFAENA;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau.;
PPP;2160556;AFAENA;Environnement flore;Condition: - SPe 3 : Pour protéger les plantes non cibles, respecter une zone non traitée de 5 mètres par rapport à la zone non cultivée adjacente.;
PPP;2160556;AFAENA;Délai de rentrée;Condition: - 48 heures;
PPP;2160556;AFAENA;Respect LMR;Condition: - En cas d'échec cultural, ne pas semer/planter une culture à cycle court (< 30 jours) après l'application de la préparation AFAENA.;
PPP;2160556;AFAENA;Protection du travailleur;Condition: pour le travailleur amené à entrer dans la culture après traitement, porter une combinaison de travail (cotte en coton/polyester 35 % / 65 % - grammage d'au moins 230 g/m²) avec traitement déperlant.;
PPP;2160556;AFAENA;Protection de l'opérateur;Condition: • pendant le mélange/chargement  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée .  • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée.;
PPP;2160556;AFAENA;Etiquetage;Condition: - Contient du 4,4'-diisocyanate de diphénylméthane. - Contient de la 1,2-benzisothiazol-3(2H)-one. ;
PPP;2160556;AFAENA;Respect LMR;Condition: Les conditions d'utilisation de la préparation, compte tenu des bonnes pratiques agricoles critiques proposées pour chaque usage figurant dans la liste des usages autorisés, permettent de respecter les limites maximales de résidus.;
PPP;2160556;AFAENA;Conditions d'emploi du matériel utilisé;Condition: Il convient de rappeler que l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections complémentaires comme les protections individuelles. En tout état de cause, le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage). Les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2200521;ZONOR;Environnement milieu;Condition: - SPe 1 : Pour protéger les eaux souterraines, ne pas appliquer ce produit ou tout autre produit à base de tébuconazole plus d'une fois par an sur céréales, lin, crucifères oléagineuses d'hiver et cultures porte-graines diverses.;
PPP;2200521;ZONOR;Respect LMR;Condition: Pour chaque usage figurant dans la liste des usages autorisés, les conditions d'utilisation du produit permettent de respecter les limites maximales de résidus.;
PPP;2200521;ZONOR;Protection du travailleur;Condition: - Un EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 et, en cas de contact avec la culture traitée, des gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A).;
PPP;2200521;ZONOR;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 20 mètres par rapport aux points d'eau comportant un dispositif végétalisé permanent non traité d'une largeur de 20 mètres en bordure des points d'eau pour les usages sur crucifères oléagineuses de printemps pour deux applications par an et pour les usages sur cultures porte-graines diverses pour une application par an.;
PPP;2200521;ZONOR;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2200521;ZONOR;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau comportant un dispositif végétalisé permanent non traité d'une largeur de 5 mètres en bordure des points d'eau pour les usages sur céréales, lin et crucifères oléagineuses d'hiver pour une application par an.;
PPP;2200521;ZONOR;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2200521;ZONOR;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe, •	pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Demi-masque certifié (EN 140) équipé d'un filtre P3 (EN143) ou A2P3 (EN 14387) . - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) . •	pendant l'application Si application avec tracteur avec cabine - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . •	pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3).  ;
PPP;2200521;ZONOR;Délai de rentrée;Condition: - 48 heures;
PPP;9500199;PROPLANT;Délai de rentrée;Condition: - 48 heures;
PPP;9500199;PROPLANT;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau.;
