type produit;numero AMM;nom produit;catégorie de condition d’emploi;condition d’emploi libelle;
MFSC;1170074;AVAIL;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) . -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1170074;AVAIL;Etiquetage;Condition: Les exigences de marquage telles que définies dans la norme NF U 44-204 s'appliquent.;
MFSC;1170074;AVAIL;Stockage;Condition: Durée maximale de stockage avant utilisation : 24 mois dans l'emballage commercial d'origine fermé (bouteille en PEHD) conservé à l'abri de lumière dans un endroit frais, sec et ventilé.;
MFSC;1200944;ACTIVSTART MARAICHAGE;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200944;ACTIVSTART MARAICHAGE;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200944;ACTIVSTART MARAICHAGE;Etiquetage;Condition: Aucune mention relative à un effet phytopharmaceutique, notamment sur la stimulation des défenses naturelles, ne devrait être faite sur les supports d'information et de communication.;
MFSC;1200946;TEKMASTER ADENIA;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200946;TEKMASTER ADENIA;Protection de l'opérateur;Condition: Porter des gants et des vêtements adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200950;GEODYN FORCE 7-0-3;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200950;GEODYN FORCE 7-0-3;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200949;GEOGREEN CLASSIK 4-2-6;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200949;GEOGREEN CLASSIK 4-2-6;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1190082;FERTILEADER ALTIS;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1190082;FERTILEADER ALTIS;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1190081;FERTILEADER AZUR;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1190081;FERTILEADER AZUR;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que d'EPI appropriés en fonctions du type et du classement de la préparation.;
MFSC;1200382;NUTRIVERT STYMUL;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200382;NUTRIVERT STYMUL;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation;
MFSC;1190516;FERTILEADER OPAL;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1190516;FERTILEADER OPAL;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1190630;VG PROTEC;Utilisation;Condition: Ne pas utiliser le produit sur les cultures dont les parties consommables peuvent entrer en contact avec le sol.;
MFSC;1190630;VG PROTEC;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : - l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles - le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  - les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1190630;VG PROTEC;Etiquetage;Condition: L'étiquette devra porter la mention suivante : - Contient Trichoderma harzianum et Bacillus methylotrophicus. Les micro-organismes peuvent provoquer des réactions de sensibilisation. ;
MFSC;1190630;VG PROTEC;Protection de l'opérateur;Condition: Porter des gants et un vêtement de protection appropriés, ainsi qu'un demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 pendant toutes les phases de manipulation du produit et du traitement.;
MFSC;1180192;MICROMIX;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1180192;MICROMIX;Utilisation;Condition: - La matière fertilisante MICROMIX ne doit pas être utilisée par des personnes fortement immunodéprimées ou sous traitement immunosuppresseur. ;
MFSC;1180192;MICROMIX;Utilisation;Condition: - Aucune mention relative à un effet phytopharmaceutique, notamment sur la stimulation de défense des plantes, ne devrait être faite sur les supports d'information et de communication.;
MFSC;1180192;MICROMIX;Utilisation;Condition: - Ne pas appliquer sur les cultures dont les parties consommables peuvent entrer en contact avec le sol : pomme de terre, betterave, cultures légumières à racine, tubercule ou bulbe (carotte, oignon, radis, etc.), ainsi que les cultures basses (fraise, salades).;
MFSC;1180192;MICROMIX;Protection du travailleur;Condition: - Porter des gants et un vêtement de protection approprié, ainsi qu'un demi-masque filtrant anti-aérosols certifie (EN 149) de classe FFP3 pendant toutes les phases du traitement.;
MFSC;1190422;BASFOLIAR PLANTAE BIO;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1190422;BASFOLIAR PLANTAE BIO;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1180056;LALVIGNE AROMA;Etiquetage;Condition: Aucune mention relative à un effet sur la vigueur ou la stimulation de défense naturelle de la vigne ne devrait être faite sur les supports d'information et de communication;
MFSC;1180056;LALVIGNE AROMA;Etiquetage;Condition: Faire figurer l'information suivante sur l'étiquette : « Contient des extraits de Saccharomyces cerevisiae. Les micro-organismes peuvent provoquer des réactions de sensibilisation » ;
MFSC;1180056;LALVIGNE AROMA;Protection de l'opérateur;Condition: Port de gants, vêtements de protection appropriés, lunettes de protection ainsi que d'un demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 pendant les phases de mélange/chargement du produit. ;
MFSC;1180056;LALVIGNE AROMA;Protection de l'opérateur;Condition: Port de gants, vêtements de protection appropriés, ainsi que d'un demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 pendant les phases d'application et de nettoyage. ;
MFSC;1180056;LALVIGNE AROMA;Stockage;Condition: Ne pas stocker plus de 24 mois dans un endroit frais et sec;
MFSC;1200439;APPETIZER;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200439;APPETIZER;Conditions d'emploi du matériel utilisé;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200439;APPETIZER;Utilisation;Condition: Contient des oligo-éléments : à n'utiliser qu'en cas de besoin reconnu.;
MFSC;1180641;MO NUTRITION;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1180641;MO NUTRITION;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1180641;MO NUTRITION;Environnement milieu;Condition: Afin de réduire les risques d'eutrophisation des milieux aquatiques, dans le cadre des bonnes pratiques agricoles, il convient de respecter une zone sans apport a minima de 5 mètres équipée d'un dispositif végétalisé permanent.;
MFSC;1171278;MICROCAT MIX;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1171278;MICROCAT MIX;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200253;ECOFERT;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200253;ECOFERT;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200253;ECOFERT;Utilisation;Condition: Contient des oligo-éléments : à n'utiliser qu'en cas de besoin reconnu.;
MFSC;1210399;BM START;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation. -  Porter de gants et de vêtements de protection adaptés ainsi que d'EPI appropriés en fonction du type et du classement de la préparation[;
MFSC;1210399;BM START;Utilisation;Condition: - Contient des oligo-éléments : à n'utiliser qu'en cas de besoin reconnu;
MFSC;1190797;DYONIFER;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1190797;DYONIFER;Protection de l'opérateur;Condition: - porter des gants et des vêtements de protection adaptés ainsi que d'EPI appropriés en fonction du type et du classement de la préparation. ;
MFSC;1190797;DYONIFER;Utilisation;Condition: - Contient des oligo-éléments : à n'utiliser qu'en cas de besoin reconnu;
MFSC;1200091;OREADE;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1200091;OREADE;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que d'EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200091;OREADE;Utilisation;Condition: Contient des oligo-éléments : à n'utiliser qu'en cas de besoin reconnu;
MFSC;1190169;LRPP;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation;
MFSC;1190169;LRPP;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1180618;SVL-213;Utilisation;Condition: Contient des oligo-éléments : à n'utiliser qu'en cas de besoin reconnu.;
MFSC;1180618;SVL-213;Protection de l'opérateur;Condition: Protection de l'opérateur et du travailleur Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : - l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . - le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) .  - les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation. Porter des gants et des vêtements de protection appropriés pendant toutes les phases de préparation et d'application du produit.;
MFSC;1180618;SVL-213;Stockage;Condition: Durée maximale de stockage avant utilisation : 8 mois dans son emballage commercial à température ambiante.;
MFSC;1180618;SVL-213;Stockage;Condition: Durée maximale de stockage avant utilisation : 24 mois dans son emballage commercial à température ambiante.;
MFSC;1190087;PHYSALG 15-10;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1190087;PHYSALG 15-10;Protection du travailleur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1100006;AMU LITIERE&SOL;Utilisation;Condition:  Veiller à minimiser le taux de poussières lors de la manipulation et l'utilisation du produit;
MFSC;1100006;AMU LITIERE&SOL;Protection de l'opérateur;Condition: Le port de lunettes de sécurité et de protections respiratoires est recommandé pour l'utilisateur.;
MFSC;9810025;ALLEVIATE;Utilisation;Condition: Utilisation réservée aux terrains de golf, en apport localisé sur les zones présentant des risques d'apparition de tâches sèches d'origine hydrique. Ne pas utiliser sur sols très argileux. ;
MFSC;9810025;ALLEVIATE;Stockage;Condition: Produit risquant de présenter une formation de cristaux à basse température : ne pas entreposer à moins de (tempérarture à préciser) °C.;
MFSC;9810025;ALLEVIATE;Environnement milieu;Condition: Respecter une zone non traitée de 5 mètres autour des points d'eau.;
MFSC;9810025;ALLEVIATE;Protection de l'opérateur;Condition: Port de lunettes et de protection respiratoire recommandé. ;
MFSC;1140014;NUTRIX;Utilisation;Condition: Epandage en plein ou en localisé, en pulvérisation après dilution dans l'eau.;
MFSC;6200953;AGRITAN C PLUS;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;6200953;AGRITAN C PLUS;Protection de l'opérateur;Condition: Porter de gants et de vêtements de protection adaptés ainsi que d'EPI appropriés en fonction du type et du classement de la préparation;
MFSC;1170710;GREPC1;Utilisation;Condition: Ajuster les doses d'apport en fonction du besoin des cultures en phosphore et soufre et des teneurs en éléments fertilisants des sols. Respecter les réglementations en vigueur relatives aux flux en éléments fertilisants.;
MFSC;1170710;GREPC1;Protection de l'opérateur;Condition: Port de gants, vêtements, lunettes de protection et masque anti-poussière de type FFP2 lors de la manipulation et de l'application de la matière fertilisante GREPC1.;
MFSC;1170710;GREPC1;Environnement milieu;Condition: Afin de limiter les risques d'eutrophisation des eaux de surface et protéger les organismes aquatiques respecter une zone sans apport a minima de 5 mètres équipée d'un dispositif végétalisé.;
MFSC;1170710;GREPC1;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;6210484;VITALBLUE HIZABLEND;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;6210484;VITALBLUE HIZABLEND;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1180062;PHYLGREEN;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1180062;PHYLGREEN;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1180062;PHYLGREEN;Utilisation;Condition: Les réglementations relatives aux engrais et amendements ainsi que les bonnes pratiques de fertilisation s'appliquent aux mélanges additif agronomique PHYLGREEN / engrais liquide.;
MFSC;1210483;LABIN ECO CALCIO;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation. - Porter des gants et de vêtements de protection adaptés ainsi que d'EPI appropriés en fonction du type et du classement de la préparation.;
MFSC;1200544;VITALIANZ R LUPIN;Conditions d'emploi du matériel utilisé;Condition: - Port  de gants et d'un vêtement de protection appropriés ainsi qu'un demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 pendant toutes les phases de manipulation du produit et du traitement.;
MFSC;1180249;VITALIANZ R LUZERNE;Autres mesures de protection;Condition: Contient Sinorhizobium meliloti. Les microorganismes peuvent provoquer des réactions de sensibilisation.;
MFSC;1180249;VITALIANZ R LUZERNE;Protection du travailleur;Condition: Le port d'un masque anti-aérosol (de type En149 FFP3 ou équivalent), de gants et vêtements de protection appropriés est obligatoire pour l'utilisateur pendant toutes les phases du traitement de semences.;
MFSC;1180249;VITALIANZ R LUZERNE;Utilisation;Condition: La préparation bactérienne VITALIANZ R LUZERNE ne doit pas être mélangée avec des préparations phytopharmaceutiques.;
MFSC;1210900;NOVIHUM ARGIL;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation. - Porter des gants et porter de vêtements de protection appropriés, ainsi que d'EPI appropriés en fonction du type et du classement de la préparation.;
