numero AMM;nom produit;identifiant usage; date decision;stade cultural min (BBCH);tade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;intervalle minimum entre applications (jour);
8500084;SPORTAK MZ;Orge*Trt Part.Aer.*Oïdium(s);01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500084;SPORTAK MZ;Orge*Trt Part.Aer.*Rhynchosporiose;01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500084;SPORTAK MZ;Pois*Trt Part.Aer.*Maladies des taches brunes (1);01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500084;SPORTAK MZ;Pois*Trt Part.Aer.*Pourriture grise et sclérotinioses (1);01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500085;ALSYSTIN;Amandier*Trt Part.Aer.*Chenilles foreuses des fruits;;;;Retrait;0.04;kg/hL;;;;;;;;;;;;
8500085;ALSYSTIN;Chataignier*Trt Part.Aer.*Chenilles foreuses des fruits;;;;Retrait;0.04;kg/hL;;;;;;;;;;;;
8500085;ALSYSTIN;Figuier*Trt Part.Aer.*Chenilles phytophages;;;;Retrait;0.04;kg/hL;;;;;;;;;;;;
8500085;ALSYSTIN;Forêt*Trt Part.Aer.*Chenilles phytophages;;;;Retrait;0.3;kg/ha;;;;;;;;;;;;
8500085;ALSYSTIN;Fruits à coque*Trt Part.Aer.*Chenilles phytophages;;;;Retrait;0.04;kg/hL;;;;;;;;;;;;
8500085;ALSYSTIN;Noyer*Trt Part.Aer.*Chenilles foreuses des fruits;;;;Retrait;0.04;kg/hL;;;;;;;;;;;;
8500085;ALSYSTIN;Pêcher - Abricotier*Trt Part.Aer.*Chenilles foreuses des fruits;16/10/2006;;;Retrait;;;;;;;;;;;;;;
8500085;ALSYSTIN;Fruits à pépins*Trt Part.Aer.*Chenilles foreuses des fruits;;;;Retrait;0.04;kg/hL;;;;31/12/2006;31/12/2007;;;;;;;
8500085;ALSYSTIN;Fruits à pépins*Trt Part.Aer.*Chenilles phytophages;;;;Retrait;;;;;;31/12/2006;31/12/2007;;;;;;;
8500085;ALSYSTIN;Fruits à pépins*Trt Part.Aer.*Chenilles phytophages;;;;Retrait;0.04;kg/hL;;;;31/12/2006;31/12/2007;;;;;;;
8500090;TRIMISEM;Avoine*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500090;TRIMISEM;Blé*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500090;TRIMISEM;Céréales à paille*Trt Sem.*Répulsif Corbeaux;06/02/2004;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500090;TRIMISEM;Orge*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500091;AGERZOL 724 B;Blé*Désherbage;01/11/1995;;;Retrait;0.8;L/ha;;;;;;;;;;;;
8500091;AGERZOL 724 B;Canne à sucre*Désherbage;01/11/1995;;;Retrait;2.0;L/ha;;;;;;;;;;;;
8500091;AGERZOL 724 B;Orge*Désherbage;01/11/1995;;;Retrait;0.8;L/ha;;;;;;;;;;;;
8500091;AGERZOL 724 B;Seigle*Désherbage;01/11/1995;;;Retrait;0.8;L/ha;;;;;;;;;;;;
8500581;SUZA MOUSSES;Gazons de graminées*Trt Part.Aer.*Mousses;;;;Retrait;200.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500581;SUZA MOUSSES;Traitements généraux*Destruct. Mousses (1);;;;Retrait;200.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500582;FAMOUSSE;Gazons de graminées*Trt Part.Aer.*Mousses;;;;Retrait;200.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500582;FAMOUSSE;Traitements généraux*Destruct. Mousses (1);;;;Retrait;200.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500583;KILLMOUSSE DC;Gazons de graminées*Trt Part.Aer.*Mousses;;;;Retrait;200.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500583;KILLMOUSSE DC;Traitements généraux*Destruct. Mousses (1);;;;Retrait;200.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500584;KILLMOUSSE;Gazons de graminées*Trt Part.Aer.*Mousses;;;;Retrait;50.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500584;KILLMOUSSE;Traitements généraux*Destruct. Mousses (1);;;;Retrait;50.0;L/ha;;;;30/10/2006;30/09/2007;;;;;;;
8500585;CIR 8300;JEVI*Désherb. Total (1);01/10/1995;;;Retrait;15.0;L/ha;;;;;;;;;;;;
8500585;CIR 8300;JEVI*Désherbage*All. PJT, Cimet., Voies (1);01/10/1995;;;Retrait;15.0;L/ha;;;;;;;;;;;;
8500586;CIR 8400;Arbres et arbustes*Désherbage*Pépi. Pl. terre;01/04/1992;;;Retrait;100.0;kg/ha;;;;;;;;;;;;
8500586;CIR 8400;Arbres et arbustes*Désherbage*Plantat. Pl. terre;01/10/1990;;;Retrait;100.0;kg/ha;;;;;;;;;;;;
8500587;CIDEX TA;Fruits à noyau*Désherbage*Cult. Installées;;;;Retrait;20.0;L/ha;;;;;;;;;;;;
8500587;CIDEX TA;Fruits à pépins*Désherbage*Cult. Installées;;;;Retrait;20.0;L/ha;;;;;;;;;;;;
8500587;CIDEX TA;Vigne*Désherbage*Cult. Installées;;;;Retrait;20.0;L/ha;;;;;;;;;;;;
8500588;DESHERBANT TOTAL WP CARRE VERT;JEVI*Désherb. Total (1);01/10/1990;;;Retrait;20.0;kg/ha;;;;;;;;;;;;
8500588;DESHERBANT TOTAL WP CARRE VERT;JEVI*Désherbage*All. PJT, Cimet., Voies (1);01/10/1990;;;Retrait;10.0;kg/ha;;;;;;;;;;;;
8500605;HERBIRAIL TX;JEVI*Désherb. Total (1);01/02/1997;;;Retrait;25.0;L/ha;;;;;;;;;;;;
8500607;ANEMA B;Tomate - Aubergine*Trt Sol*Nématodes;01/11/1995;;;Retrait;170.0;L/ha;;;;;;;;;;;;
8500607;ANEMA B;Vigne*Trt Sol*Nématodes;01/11/1995;;;Retrait;500.0;L/ha;;;;;;;;;;;;
8500608;OXYTANE;Blé*Désherbage;01/11/1996;;;Retrait;1.25;L/ha;;;;;;;;;;;;
8500608;OXYTANE;Blé*Désherbage;01/11/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500608;OXYTANE;Orge*Désherbage;01/11/1996;;;Retrait;1.25;L/ha;;;;;;;;;;;;
8500608;OXYTANE;Orge*Désherbage;01/11/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500609;SOUFRE FLUIDE 200;Vigne*Trt Part.Aer.*Oïdium(s);;;;Retrait;;;;;;;;;;;;;;
8500614;DART;Noyer*Trt Part.Aer.*Chenilles foreuses des fruits;;;;Retrait;0.033;L/hL;;;;28/02/2011;29/02/2012;;;;;;;
8500614;DART;Fruits à pépins*Trt Part.Aer.*Chenilles foreuses des fruits;;;;Retrait;0.033;L/hL;;;;28/02/2011;29/02/2012;;;;;;;
8500614;DART;Fruits à pépins*Trt Part.Aer.*Chenilles phytophages;;;;Retrait;0.033;L/hL;;;;28/02/2011;29/02/2012;;;;;;;
8500616;CYCOCEL CL;Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens;25/06/2009;;;Retrait;;;;;;31/12/2009;31/12/2010;;;;;;;
8500617;DECIS MG2;Maïs*Trt Part.Aer.*Pyrale(s) (1);09/06/2000;;;Retrait;25.0;kg/ha;;;;;;;;;;;;
8500634;GERMINATE CM;Blé*Trt Sem.*Champignons (autres que pythiacées);01/10/1994;;;Retrait;500.0;g/q;;;;;;;;;;;;
8500634;GERMINATE CM;Céréales à paille*Trt Sem.*Mouches;01/10/1994;;;Retrait;500.0;g/q;;;;;;;;;;;;
8500634;GERMINATE CM;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/10/1994;;;Retrait;500.0;g/q;;;;;;;;;;;;
8500635;PANACH;Vigne*Trt Part.Aer.*Oïdium(s);01/11/1995;;;Retrait;5.0;kg/ha;;;;;;;;;;;;
8500636;FRIOUL;Vigne*Trt Part.Aer.*Oïdium(s);01/11/1995;;;Retrait;5.0;kg/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Avoine*Trt Part.Aer.*Oïdium(s);;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Avoine*Trt Part.Aer.*Rouille couronnée;;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Betterave industrielle et fourragère*Trt Part.Aer.*Maladies du feuillage;;;;Retrait;0.8;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Betterave potagère*Trt Part.Aer.*Maladies des taches brunes;;;;Retrait;0.8;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Betterave potagère*Trt Part.Aer.*Oïdium(s);;;;Retrait;0.8;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Blé*Trt Part.Aer.*Fusarioses;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Blé*Trt Part.Aer.*Oïdium(s);;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Blé*Trt Part.Aer.*Piétin verse;;;;Retrait;0.8;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Blé*Trt Part.Aer.*Rouille(s);;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Blé*Trt Part.Aer.*Septoriose(s);;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Crucifères oléagineuses*Trt Part.Aer.*Cylindrosporiose;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Crucifères oléagineuses*Trt Part.Aer.*Maladies fongiques des siliques;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Crucifères oléagineuses*Trt Part.Aer.*Phoma;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Crucifères oléagineuses*Trt Part.Aer.*Sclérotiniose;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Haricots*Trt Part.Aer.*Maladies des taches brunes (1);;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Légumineuses potagères (sèches)*Trt Part.Aer.*Maladies des taches brunes;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Maïs doux*Trt Part.Aer.*Maladies des taches foliaires;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Maïs*Trt Part.Aer.*Charbons;;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Maïs*Trt Part.Aer.*Maladies des taches foliaires;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Orge*Trt Part.Aer.*Fusarioses;;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Orge*Trt Part.Aer.*Helminthosporiose et ramulariose;;;;Retrait;;;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Orge*Trt Part.Aer.*Oïdium(s);;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Orge*Trt Part.Aer.*Rhynchosporiose;;;;Retrait;0.8;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Orge*Trt Part.Aer.*Rouille(s);;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Pois écossés frais*Trt Part.Aer.*Maladies des taches brunes;;;;Retrait;1.0;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Pois*Trt Part.Aer.*Maladies des taches brunes (1);;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Seigle*Trt Part.Aer.*Rhynchosporiose;;;;Retrait;0.8;L/ha;;;;31/12/2006;31/12/2007;;;;;;;
8500637;IMPACT RM SOPRA;Seigle*Trt Part.Aer.*Rouille(s);;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Soja*Trt Part.Aer.*Pourriture grise et sclérotinioses;;;;Retrait;;;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Tournesol*Trt Part.Aer.*Phomopsis (1);;;;Retrait;;;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Tournesol*Trt Part.Aer.*Sclérotiniose;16/10/2006;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Graines protéagineuses*Trt Part.Aer.*Anthracnose(s);;;;Retrait;;;;;;;;;;;;;;
8500637;IMPACT RM SOPRA;Graines protéagineuses*Trt Part.Aer.*Anthracnose(s);;;;Retrait;1.0;L/ha;;;;;;;;;;;;
8500638;QUINOLATE PLUS TRIPLE FL;Blé*Trt Sem.*Champignons (autres que pythiacées);05/02/1998;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500638;QUINOLATE PLUS TRIPLE FL;Céréales à paille*Trt Sem.*Ravageurs du sol;05/02/1998;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500638;QUINOLATE PLUS TRIPLE FL;Céréales à paille*Trt Sem.*Répulsif Corbeaux;05/02/1998;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500638;QUINOLATE PLUS TRIPLE FL;Orge*Trt Sem.*Champignons (autres que pythiacées);05/02/1998;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500639;QUINOLATE PLUS TRIPLE FI;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500639;QUINOLATE PLUS TRIPLE FI;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500639;QUINOLATE PLUS TRIPLE FI;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500639;QUINOLATE PLUS TRIPLE FI;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500639;QUINOLATE PLUS TRIPLE FI;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500640;QUINOLATE PLUS SEMENCES FL;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;0.05;L/q;;;;;;;;;;;;
8500640;QUINOLATE PLUS SEMENCES FL;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;0.05;L/q;;;;;;;;;;;;
8500641;QUINOLATE PLUS SEMENCES FI;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;50.0;g/q;;;;;;;;;;;;
8500641;QUINOLATE PLUS SEMENCES FI;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;50.0;g/q;;;;;;;;;;;;
8500642;QUINOLATE PLUS SEMENCES ECO;Blé*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500642;QUINOLATE PLUS SEMENCES ECO;Orge*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500643;QUINOLATE PLUS MG;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500643;QUINOLATE PLUS MG;Céréales à paille*Trt Sem.*Mouches;01/11/1995;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500643;QUINOLATE PLUS MG;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/11/1995;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500643;QUINOLATE PLUS MG;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500644;QUINOLATE PLUS ANTITAUPINS ECO;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500644;QUINOLATE PLUS ANTITAUPINS ECO;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500644;QUINOLATE PLUS ANTITAUPINS ECO;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500645;QUINOLATE PLUS ANTICORBEAUX ECO;Avoine*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;0.15;kg/q;;;;;;;;;;;;
8500645;QUINOLATE PLUS ANTICORBEAUX ECO;Céréales à paille*Trt Sem.*Répulsif Corbeaux;06/02/2004;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500645;QUINOLATE PLUS ANTICORBEAUX ECO;Orge*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500645;QUINOLATE PLUS ANTICORBEAUX ECO;Seigle*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;0.15;kg/q;;;;;;;;;;;;
8500645;QUINOLATE PLUS ANTICORBEAUX ECO;Blé*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;0.15;kg/q;;;;;;;;;;;;
8500645;QUINOLATE PLUS ANTICORBEAUX ECO;Blé*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;150.0;g/q;;;;;;;;;;;;
8500646;QUINOLATE PLUS V4X SEMENCES;Avoine*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500646;QUINOLATE PLUS V4X SEMENCES;Blé*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500646;QUINOLATE PLUS V4X SEMENCES;Orge*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500647;PICADO;Vigne*Trt Part.Aer.*Mildiou(s);01/12/1987;;;Retrait;;;;;;;;;;;;;;
8500647;PICADO;Vigne*Trt Part.Aer.*Pourriture grise;01/12/1987;;;Retrait;;;;;;;;;;;;;;
8500648;TUELIMAX 5;Traitements généraux*Trt Sol*Limaces et escargots;01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500650;CECECE 460;Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens;;;;Retrait;2.0;L/ha;;;;28/02/2011;29/02/2012;;;;;;;
8500651;SILBOS T;Vigne*Trt Part.Aer.*Pourriture grise;07/12/2001;;;Retrait;5.0;kg/ha;;;;;;;;;;;;
8500655;CUPROLATE MG3 LIQUIDE;Blé*Trt Sem.*Champignons (autres que pythiacées);05/02/1998;;;Retrait;0.4;L/q;;;;;;;;;;;;
8500655;CUPROLATE MG3 LIQUIDE;Céréales à paille*Trt Sem.*Mouches;05/02/1998;;;Retrait;0.4;L/q;;;;;;;;;;;;
8500655;CUPROLATE MG3 LIQUIDE;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500656;CUPROLATE MG3;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500656;CUPROLATE MG3;Céréales à paille*Trt Sem.*Mouches;01/11/1995;;;Retrait;300.0;g/q;;;;;;;;;;;;
8500656;CUPROLATE MG3;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500657;CUPROLATE PLUS T2;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500657;CUPROLATE PLUS T2;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500657;CUPROLATE PLUS T2;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500658;CUPROLATE PLUS T2 LI;Blé*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;0.2;L/q;;;;;;;;;;;;
8500658;CUPROLATE PLUS T2 LI;Céréales à paille*Trt Sem.*Répulsif Corbeaux;06/02/2004;;;Retrait;0.2;L/q;;;;;;;;;;;;
8500658;CUPROLATE PLUS T2 LI;Orge*Trt Sem.*Champignons (autres que pythiacées);06/02/2004;;;Retrait;0.2;L/q;;;;;;;;;;;;
8500659;CUPROLATE PLUS T3;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500659;CUPROLATE PLUS T3;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500659;CUPROLATE PLUS T3;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500659;CUPROLATE PLUS T3;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500660;CUPROLATE PLUS T3 LI;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500660;CUPROLATE PLUS T3 LI;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500660;CUPROLATE PLUS T3 LI;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/11/1995;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500660;CUPROLATE PLUS T3 LI;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;0.25;L/q;;;;;;;;;;;;
8500661;CUPROLATE PLUS T4;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500661;CUPROLATE PLUS T4;Céréales à paille*Trt Sem.*Mouches;01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500661;CUPROLATE PLUS T4;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;400.0;g/q;;;;;;;;;;;;
8500661;CUPROLATE PLUS T4;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/11/1995;;;Retrait;;;;;;;;;;;;;;
8500661;CUPROLATE PLUS T4;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;400.0;g/q;;;;;;;;;;;;
8500662;CUPROLATE PLUS T4 LI;Blé*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;0.5;L/q;;;;;;;;;;;;
8500662;CUPROLATE PLUS T4 LI;Céréales à paille*Trt Sem.*Mouches;01/11/1995;;;Retrait;0.5;L/q;;;;;;;;;;;;
8500662;CUPROLATE PLUS T4 LI;Céréales à paille*Trt Sem.*Ravageurs du sol;01/11/1995;;;Retrait;0.5;L/q;;;;;;;;;;;;
8500662;CUPROLATE PLUS T4 LI;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/11/1995;;;Retrait;0.5;L/q;;;;;;;;;;;;
8500662;CUPROLATE PLUS T4 LI;Orge*Trt Sem.*Champignons (autres que pythiacées);01/11/1995;;;Retrait;0.5;L/q;;;;;;;;;;;;
8500663;SPORTAK OR;Blé*Trt Part.Aer.*Oïdium(s);01/10/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500663;SPORTAK OR;Blé*Trt Part.Aer.*Septoriose(s);01/10/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500663;SPORTAK OR;Orge*Trt Part.Aer.*Helminthosporiose et ramulariose;01/10/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500663;SPORTAK OR;Orge*Trt Part.Aer.*Oïdium(s);01/10/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500663;SPORTAK OR;Orge*Trt Part.Aer.*Rhynchosporiose;01/10/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500663;SPORTAK OR;Blé*Trt Part.Aer.*Rouille(s);01/10/1996;;;Retrait;;;;;;;;;;;;;;
8500663;SPORTAK OR;Blé*Trt Part.Aer.*Rouille(s);01/10/1996;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8500664;VINCIT L;Blé*Trt Sem.*Champignons (autres que pythiacées);01/10/1996;;;Retrait;0.2;L/q;;;;;;;;;;;;
8500664;VINCIT L;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/10/1996;;;Retrait;0.2;L/q;;;;;;;;;;;;
8500664;VINCIT L;Orge*Trt Sem.*Champignons (autres que pythiacées);01/10/1996;;;Retrait;0.2;L/q;;;;;;;;;;;;
8500665;VINCIT PM;Céréales à paille*Trt Sem.*Répulsif Corbeaux;01/10/1996;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500665;VINCIT PM;Orge*Trt Sem.*Champignons (autres que pythiacées);01/10/1996;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500665;VINCIT PM;Blé*Trt Sem.*Champignons (autres que pythiacées);01/10/1996;;;Retrait;0.2;kg/q;;;;;;;;;;;;
8500665;VINCIT PM;Blé*Trt Sem.*Champignons (autres que pythiacées);01/10/1996;;;Retrait;200.0;g/q;;;;;;;;;;;;
8500666;KREGAN LIQUIDE;Betterave industrielle et fourragère*Trt Part.Aer.*Taupins;01/12/1993;;;Retrait;5.0;L/ha;;;;;;;;;;;;
8500666;KREGAN LIQUIDE;Betterave industrielle et fourragère*Trt Sol*Ravageurs du sol;05/02/1998;;;Retrait;5.0;L/ha;;;;;;;;;;;;
8500666;KREGAN LIQUIDE;Maïs*Trt Sol*Ravageurs du sol;05/02/1998;;;Retrait;5.0;L/ha;;;;;;;;;;;;
8500666;KREGAN LIQUIDE;Tournesol*Trt Sol*Ravageurs du sol;05/02/1998;;;Retrait;5.0;L/ha;;;;;;;;;;;;
8500667;STARMAX;Blé*Désherbage;01/11/1996;;;Retrait;2.5;L/ha;;;;;;;;;;;;
8500667;STARMAX;Orge*Désherbage;01/11/1996;;;Retrait;2.5;L/ha;;;;;;;;;;;;
8500671;UMUPRO CUBETRINE;Jardin d'amateur*Trt Part.Aer.*Insecticide (1);01/11/1995;;;Retrait;1.0;L/hL;;;;;;;;;;;;
8500672;RIPCORD 0,5 EAT;Betterave potagère*Trt Part.Aer.*Coléoptères phytophages;;;;Retrait;0.5;L/hL;;;;30/11/2011;30/11/2012;;;;;;;
8500672;RIPCORD 0,5 EAT;Choux*Trt Part.Aer.*Chenilles phytophages;;;;Retrait;0.6;L/hL;;;;30/11/2011;30/11/2012;;;;;;;
8500672;RIPCORD 0,5 EAT;Choux*Trt Part.Aer.*Coléoptères phytophages;;;;Retrait;0.5;L/hL;;;;30/11/2011;30/11/2012;;;;;;;
