numero AMM;nom produit;identifiant usage; date decision;stade cultural min (BBCH);tade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;intervalle minimum entre applications (jour);
8800006;DIMATE BF 400;Artichaut*Trt Part.Aer.*Pucerons;26/09/2012;;;Retrait;0.6;L/ha;;;3;31/03/2013;31/03/2014;;;;;;;
8800006;DIMATE BF 400;Carotte*Trt Part.Aer.*Mouches;;;;Retrait;0.5;L/ha;;;3;;;;;;;;;
8800006;DIMATE BF 400;Chicorées - Production de racines*Trt Sol*Mouches;;;;Retrait;0.75;L/ha;;;;;;;;;;;;
8800006;DIMATE BF 400;Choux*Trt Part.Aer.*Pucerons;;;;Retrait;0.6;L/ha;;;2;;;;;;;;;
8800006;DIMATE BF 400;Laitue*Trt Part.Aer.*Pucerons;;;;Retrait;0.6;L/ha;;;1;;;;;;;;;
8800006;DIMATE BF 400;Cucurbitacées à peau non comestible*Trt Part.Aer.*Acariens;;;;Retrait;;;;;;;;;;;;;;
8800006;DIMATE BF 400;Pêcher - Abricotier*Trt Part.Aer.*Mouches des fruits;;;;Retrait;0.075;L/hL;;;;;;;;;;;;
8800006;DIMATE BF 400;Pois*Trt Part.Aer.*Pucerons (1);;;;Retrait;0.75;L/ha;;;;;;;;;;;;
8800006;DIMATE BF 400;Fruits à pépins*Trt Part.Aer.*Acariens et phytoptes;;;;Retrait;;;;;;;;;;;;;;
8800006;DIMATE BF 400;Fruits à pépins*Trt Part.Aer.*Chenilles foreuses des fruits;;;;Retrait;0.075;L/hL;;;;;;;;;;;;
8800006;DIMATE BF 400;Fruits à pépins*Trt Part.Aer.*Pucerons;;;;Retrait;0.06;L/hL;;;2;;;;;;;;;
8800006;DIMATE BF 400;Vigne*Trt Part.Aer.*Acariens;;;;Retrait;0.75;L/ha;;;;;;;;;;;;
8800006;DIMATE BF 400;Asperge*Trt Part.Aer.*Mouches;01/02/2016;;;Retrait;0.125;L/hL;;;2;15/02/2016;15/02/2016;;;;;;;
8800006;DIMATE BF 400;Cerisier*Trt Part.Aer.*Mouches des fruits;01/02/2016;;;Retrait;0.375;L/ha;14;;1;15/02/2016;15/02/2016;;;;;;;
8800006;DIMATE BF 400;Chicorées - Production de racines*Trt Part.Aer.*Mouches;01/02/2016;;;Retrait;0.75;L/ha;15;;2;15/02/2016;15/02/2016;;;;;;;
8800006;DIMATE BF 400;Olivier*Trt Part.Aer.*Mouche de l'olive;01/02/2016;;;Retrait;0.075;L/hL;28;;2;15/02/2016;15/02/2016;;;;;;;
8800006;DIMATE BF 400;Rosier*Trt Part.Aer.*Acariens;01/02/2016;;;Retrait;0.75;L/ha;;;2;15/02/2016;15/02/2016;;;;;;;
8800006;DIMATE BF 400;Rosier*Trt Part.Aer.*Pucerons;01/02/2016;;;Retrait;0.8;L/ha;;;2;15/02/2016;15/02/2016;;;;;;;
8900156;NEMASOL 510;Cultures légumières*Désinfection*Eaux Irrig. Sol. Nut.;21/08/2009;;;Retrait;300.0;L/ha;;;1;;;;;;;;;
8900156;NEMASOL 510;Cultures ornementales*Trt Sol*Champignons (autres que pythiacées);21/11/2018;;;Retrait;1200.0;L/ha;;;;21/11/2018;21/11/2018;;;;;;;
8900156;NEMASOL 510;Tomate - Aubergine*Trt Sol*Nématodes;21/11/2018;;;Retrait;1200.0;L/ha;;;;21/11/2018;21/12/2018;;;;;;;
8900156;NEMASOL 510;Traitements généraux*Trt Sol*Champignons (pythiacées) (1);21/11/2018;;;Retrait;1200.0;L/ha;;;;21/11/2018;21/11/2018;;;;;;;
8900156;NEMASOL 510;Traitements généraux*Trt Sol*Champignons (autres que pythiacées) (1);21/11/2018;;;Retrait;1200.0;L/ha;;;;21/11/2018;21/11/2018;;;;;;;
8900156;NEMASOL 510;Traitements généraux*Trt Sol*Nématodes (1);21/11/2018;;;Retrait;1200.0;L/ha;;;;21/11/2018;21/11/2018;;;;;;;
8900156;NEMASOL 510;Traitements généraux*Trt Sol*Désinfection;21/11/2018;;;Retrait;1200.0;L/ha;;;;21/11/2018;21/11/2018;;;;;;;
7700385;FUMIGAM;Cultures ornementales*Trt Sol*Champignons (pythiacées);21/11/2018;;;Retrait;;;;;;21/11/2018;21/11/2018;;;;;;;
7700385;FUMIGAM;Cultures ornementales*Trt Sol*Champignons (autres que pythiacées);21/11/2018;;;Retrait;;;;;;21/11/2018;21/11/2018;;;;;;;
7700385;FUMIGAM;Cultures ornementales*Trt Sol*Nématodes;21/11/2018;;;Retrait;;;;;;21/11/2018;21/11/2018;;;;;;;
7700385;FUMIGAM;Tomate - Aubergine*Trt Sol*Nématodes;21/11/2018;;;Retrait;;;;;;21/11/2018;21/11/2018;;;;;;;
7700385;FUMIGAM;Traitements généraux*Trt Sol*Champignons (pythiacées) (1);21/11/2018;;;Retrait;;;;;1;21/11/2018;21/11/2018;;;;;;;
7700385;FUMIGAM;Traitements généraux*Trt Sol*Champignons (autres que pythiacées) (1);21/11/2018;;;Retrait;;;;;1;21/11/2018;21/11/2018;;;;;;;
9200119;MONAM H+J;Cultures ornementales*Trt Sol*Champignons (autres que pythiacées);20/12/2018;;;Retrait;1200.0;L/ha;;;;;;;;;;;;
9200119;MONAM H+J;Tomate - Aubergine*Trt Sol*Nématodes;20/12/2018;;;Retrait;1200.0;L/ha;;;;;;;;;;;;
9200119;MONAM H+J;Traitements généraux*Trt Sol*Champignons (pythiacées) (1);20/12/2018;;;Retrait;1200.0;L/ha;;;;;;;;;;;;
9200119;MONAM H+J;Traitements généraux*Trt Sol*Champignons (autres que pythiacées) (1);20/12/2018;;;Retrait;1200.0;L/ha;;;;;;;;;;;;
9200119;MONAM H+J;Traitements généraux*Trt Sol*Nématodes (1);20/12/2018;;;Retrait;1200.0;L/ha;;;;;;;;;;;;
9000834;REBELL T;Betterave industrielle et fourragère*Désherbage;06/12/2017;;;Retrait;;;90;;1;06/05/2018;06/05/2019;;;;;;;
9000834;REBELL T;Porte graine*Désherbage;06/12/2017;;;Retrait;;;;;1;06/05/2018;06/05/2019;;;;;;;
9900133;MILORD;Vigne*Trt Part.Aer.*Black rot;05/02/2019;;;Retrait;0.5;L/ha;;;2;05/05/2019;05/11/2019;;;;;;10.0;
9900133;MILORD;Vigne*Trt Part.Aer.*Oïdium(s);05/02/2019;;;Retrait;0.5;L/ha;;;2;05/05/2019;05/11/2019;;;;;;10.0;
9900133;MILORD;Vigne*Trt Part.Aer.*Rougeot parasitaire;05/02/2019;;;Retrait;0.5;L/ha;;;2;05/05/2019;05/11/2019;;;;;;10.0;
2180347;APPLAUD STAR;Arbres et arbustes*Trt Part.Aer.*Aleurodes;03/10/2018;11;89;Autorisé;1.0;L/ha;;;3;;;Uniquement autorisé sous abri Intervalle minimum entre les applications : 7 jours;;;;;7.0;
2180347;APPLAUD STAR;Rosier*Trt Part.Aer.*Aleurodes;03/10/2018;11;89;Autorisé;1.0;L/ha;;;3;;;Uniquement autorisé sous abri Intervalle minimum entre les applications : 7 jours;;;;;7.0;
2180347;APPLAUD STAR;Cultures florales et plantes vertes*Trt Part.Aer.*Aleurodes;03/10/2018;11;89;Autorisé;1.0;L/ha;;;3;;;Uniquement autorisé sous abri Intervalle minimum entre les applications : 7 jours;;;;;7.0;
9500484;DESHERBANT GAZON 50;Gazons de graminées*Désherbage;29/06/2016;;;Retrait;12.0;L/ha;;;;29/12/2015;29/12/2016;;;;;;;
8700542;SYGAN S;Vigne*Trt Part.Aer.*Mildiou(s);28/09/2008;;;Retrait;;;70;;;25/10/2016;25/10/2016;;;;;;;
8700542;SYGAN S;Vigne*Trt Part.Aer.*Mildiou(s);28/09/2008;;;Retrait;;;28;;4;25/10/2016;25/10/2016;;;;;;10.0;
8700542;SYGAN S;Pomme de terre*Trt Part.Aer.*Mildiou(s);16/08/2007;;;Retrait;;;;;;;;;;;;;;
2090024;DIODE;Graminées fourragères*Désherbage;12/04/2017;;;Retrait;0.75;L/ha;;;2;12/07/2017;12/01/2018;;;;;;;
2090024;DIODE;Lin*Désherbage;12/04/2017;;;Retrait;2.0;L/ha;;;1;12/07/2017;12/01/2018;;;;;;;
2090024;DIODE;Maïs doux*Désherbage;12/04/2017;;;Retrait;1.0;L/ha;42;;2;12/07/2017;12/01/2018;;;;;;;
2090024;DIODE;Maïs*Désherbage;12/04/2017;;;Retrait;1.5;L/ha;90;;2;12/07/2017;12/01/2018;;;;;;;
2090024;DIODE;Sorgho*Désherbage (1);12/04/2017;;;Retrait;0.5;L/ha;90;;2;12/07/2017;12/01/2018;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Fusarioses;30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Oïdium(s);30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Rouille(s);30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Septoriose(s);30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Crucifères oléagineuses*Trt Part.Aer.*Maladies fongiques des siliques;30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Helminthosporiose et ramulariose;30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Oïdium(s);30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Rhynchosporiose;30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Rouille(s);30/10/2015;;;Retrait;1.0;L/ha;;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Fusarioses;30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Oïdium(s);30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Rouille(s);30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Blé*Trt Part.Aer.*Septoriose(s);30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Crucifères oléagineuses*Trt Part.Aer.*Maladies fongiques des siliques;30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Helminthosporiose et ramulariose;30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Oïdium(s);30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Rhynchosporiose;30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
2100195;STROBIPLUS 250 SC;Orge*Trt Part.Aer.*Rouille(s);30/10/2015;;;Retrait;1.0;L/ha;42;;2;30/04/2016;30/04/2017;;;;;;;
9500088;XOKKO GAZON STAR;Gazons de graminées*Désherbage;16/06/2015;;;Retrait;;;;;;;;;;;;;;
9500404;BHJ FONGICIDE SYSTEMIQUE;Agrumes*Trt Part.Aer.*Chancre du collet;16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500404;BHJ FONGICIDE SYSTEMIQUE;Chicorées - Production de chicons*Trt Sem. Plants*Champignons (pythiacées);16/06/2015;;;Retrait;0.375;kg/hL;;;;;;;;;;;;
9500404;BHJ FONGICIDE SYSTEMIQUE;Cultures ornementales*Trt Sol*Champignons (pythiacées);16/06/2015;;;Retrait;10.0;g/m²;;;;;;;;;;;;
9500404;BHJ FONGICIDE SYSTEMIQUE;Fraisier*Trt Plants*Champignons (pythiacées);16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500404;BHJ FONGICIDE SYSTEMIQUE;Fruits à pépins*Trt Part.Aer.*Champignons (pythiacées);16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500404;BHJ FONGICIDE SYSTEMIQUE;Fruits à pépins*Trt Part.Aer.*Feu bactérien;16/06/2015;;;Retrait;0.375;kg/hL;;;;;;;;;;;;
9900098;PELOUS NET PLUS;Gazons de graminées*Désherbage;16/06/2015;;;Retrait;5.0;L/ha;;;;;;;;;;;;
9900093;HERBATAK PLUS;JEVI*Désherbage*All. PJT, Cimet., Voies (1);16/06/2015;;;Retrait;0.7;mL/m²;;;;;;;;;;;;
2050090;DESOGERME BACTISEM LIQUIDE;Cultures légumières*Trt Sem.*Désinfection;07/12/2015;;;Retrait;0.15;L/kg;;;1;30/04/2016;30/04/2017;;;;;;;
2050090;DESOGERME BACTISEM LIQUIDE;Cultures ornementales*Trt Sem. Plants*Champignons (pythiacées);07/12/2015;;;Retrait;0.15;L/kg;;;1;30/04/2016;30/04/2017;;;;;;;
2050090;DESOGERME BACTISEM LIQUIDE;Cultures ornementales*Trt Sem. Plants*Champignons (autres que pythiacées);07/12/2015;;;Retrait;0.15;L/kg;;;1;30/04/2016;30/04/2017;;;;;;;
9700356;HERBONEX DF LIQUIDE;JEVI*Désherbage*All. PJT, Cimet., Voies (1);16/06/2015;;;Retrait;1.0;mL/m²;;;;;;;;;;;;
9800215;ALIETTE EXPRESS J;Agrumes*Trt Part.Aer.*Chancre du collet;16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9800215;ALIETTE EXPRESS J;Chicorées - Production de chicons*Trt Sem. Plants*Champignons (pythiacées);16/06/2015;;;Retrait;0.375;kg/hL;;;;;;;;;;;;
9800215;ALIETTE EXPRESS J;Cultures ornementales*Trt Sol*Champignons (pythiacées);16/06/2015;;;Retrait;10.0;g/m²;;;;;;;;;;;;
9800215;ALIETTE EXPRESS J;Fraisier*Trt Part.Aer.*Mildiou(s);16/06/2015;;;Retrait;5.0;kg/ha;;;;;;;;;;;;
9800215;ALIETTE EXPRESS J;Fruits à pépins*Trt Part.Aer.*Champignons (pythiacées);16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9800215;ALIETTE EXPRESS J;Fruits à pépins*Trt Part.Aer.*Feu bactérien;16/06/2015;;;Retrait;0.375;kg/hL;;;;;;;;;;;;
9700409;TERSOL GRINET;Gazons de graminées*Désherbage;16/06/2015;;;Retrait;5.0;L/ha;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Agrumes*Trt Part.Aer.*Chancre du collet;16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Ananas*Trt Plants*Champignons (pythiacées);16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Chicorées - Production de chicons*Trt Sem. Plants*Champignons (pythiacées);16/06/2015;;;Retrait;0.375;kg/hL;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Cucurbitacées à peau comestible*Trt Part.Aer.*Mildiou(s);16/06/2015;;;Retrait;4.0;kg/ha;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Cultures ornementales*Trt Sol*Champignons (pythiacées);16/06/2015;;;Retrait;10.0;g/m²;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Fraisier*Trt Part.Aer.*Mildiou(s);16/06/2015;;;Retrait;5.0;kg/ha;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Fraisier*Trt Plants*Champignons (pythiacées);16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Cucurbitacées à peau non comestible*Trt Part.Aer.*Mildiou(s);16/06/2015;;;Retrait;4.0;kg/ha;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Fruits à pépins*Trt Part.Aer.*Act. Qual. Fruits;16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Fruits à pépins*Trt Part.Aer.*Champignons (pythiacées);16/06/2015;;;Retrait;0.25;kg/hL;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Fruits à pépins*Trt Part.Aer.*Feu bactérien;16/06/2015;;;Retrait;0.375;kg/hL;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Laitue*Trt Part.Aer.*Mildiou(s);16/06/2015;;;Retrait;;;;;;;;;;;;;;
9500140;ANTIDEPERISSEMENT ET MALADIES CLAUSE JARDIN;Laitue*Trt Part.Aer.*Mildiou(s);16/06/2015;;;Retrait;2.0;kg/ha;;;;;;;;;;;;
9800238;DESHERBANT ALLEES LIQUIDE OXA;JEVI*Désherbage*All. PJT, Cimet., Voies (1);16/06/2015;;;Retrait;15.0;L/ha;;;;;;;;;;;;
9700344;ALUDOR;Vigne*Trt Part.Aer.*Chenilles phytophages;16/06/2015;;;Retrait;1.25;L/ha;;;;;;;;;;;;
9700344;ALUDOR;Vigne*Trt Part.Aer.*Cicadelles (1);16/06/2015;;;Retrait;1.0;L/ha;;;;;;;;;;;;
9700344;ALUDOR;Vigne*Trt Part.Aer.*Tordeuses de la grappe;16/06/2015;;;Retrait;1.0;L/ha;;;;;;;;;;;;
2020306;AGI GAZON EV;Gazons de graminées*Désherbage;16/06/2015;;;Retrait;3.5;L/ha;;;;;;;;;;;;
2020306;AGI GAZON EV;Avoine*Désherbage;16/06/2015;;;Retrait;3.5;L/ha;;;;;;;;;;;;
2020306;AGI GAZON EV;Avoine*Désherbage;16/06/2015;;;Retrait;4.0;L/ha;;;;;;;;;;;;
2020306;AGI GAZON EV;Blé*Désherbage;16/06/2015;;;Retrait;3.5;L/ha;;;;;;;;;;;;
2020306;AGI GAZON EV;Blé*Désherbage;16/06/2015;;;Retrait;4.0;L/ha;;;;;;;;;;;;
2020306;AGI GAZON EV;Orge*Désherbage;16/06/2015;;;Retrait;3.5;L/ha;;;;;;;;;;;;
2020306;AGI GAZON EV;Orge*Désherbage;16/06/2015;;;Retrait;4.0;L/ha;;;;;;;;;;;;
7800427;BETRANIX EL;Betterave industrielle et fourragère*Désherbage;16/06/2015;;;Retrait;6.5;L/ha;;;;;;;;;;;;
7000022;CEPEDIC MP;Blé*Désherbage;16/06/2015;;;Retrait;3.0;L/ha;;;;;;;;;;;;
7000022;CEPEDIC MP;Blé*Désherbage;16/06/2015;;;Retrait;4.0;L/ha;;;;;;;;;;;;
7000022;CEPEDIC MP;Orge*Désherbage;16/06/2015;;;Retrait;3.0;L/ha;;;;;;;;;;;;
7000022;CEPEDIC MP;Orge*Désherbage;16/06/2015;;;Retrait;4.0;L/ha;;;;;;;;;;;;
9700558;CYBELE;Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;1.5;L/ha;;;;;;;;;;;;
9700558;CYBELE;Crucifères oléagineuses*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;;;;;;;;;;;;;;
9700558;CYBELE;Lin*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;1.5;L/ha;;;;;;;;;;;;
9700558;CYBELE;Maïs doux*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;0.5;L/ha;;;;;;;;;;;;
9700558;CYBELE;Maïs*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;0.75;L/ha;;;;;;;;;;;;
9700558;CYBELE;Seigle*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;1.5;L/ha;;;;;;;;;;;;
9700558;CYBELE;Tournesol*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;0.75;L/ha;;;;;;;;;;;;
9700558;CYBELE;Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;0.75;L/ha;;;;;;;;;;;;
9700558;CYBELE;Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens;16/06/2015;;;Retrait;1.5;L/ha;;;;;;;;;;;;
8200389;AZOTER GAZON DESHERBANT;Gazons de graminées*Désherbage;16/06/2015;;;Retrait;300.0;kg/ha;;;;;;;;;;;;
7400677;ETHREL CONCENTRE SPECIAL ANANAS;Ananas*Trt Part.Aer.*Act. Floraison;16/06/2015;;;Retrait;;;;;;;;;;;;;;
7400677;ETHREL CONCENTRE SPECIAL ANANAS;Ananas*Trt Part.Aer.*Act. Qual. Fruits;16/06/2015;;;Retrait;;;;;;;;;;;;;;
9000266;K-OBIOL PM 25;Traitements généraux*Désinsectisation*Sacs Emballages (POV);16/06/2015;;;Retrait;0.05;kg/m²;;;;;;;;;;;;
9000266;K-OBIOL PM 25;Traitements généraux*Désinsectisation*Locx Struct. Matér. (POV...);16/06/2015;;;Retrait;0.0010;kg/m²;;;;;;;;;;;;
9000266;K-OBIOL PM 25;Traitements généraux*Désinsectisation*Locx Struct. Matér. (POV...);16/06/2015;;;Retrait;0.05;kg/m²;;;;;;;;;;;;
9900203;HUSSAR OF;Porte graine*Désherbage;16/06/2015;;;Retrait;1.0;L/ha;;;1;;;;;;;;;
9900203;HUSSAR OF;Seigle*Désherbage;16/06/2015;;;Retrait;1.25;L/ha;;;1;;;;;;;;;
9900203;HUSSAR OF;Blé*Désherbage;16/06/2015;;;Retrait;1.0;L/ha;;;1;;;;;;;;;
9900203;HUSSAR OF;Blé*Désherbage;16/06/2015;;;Retrait;1.25;L/ha;;;1;;;;;;;;;
9600321;DIEZE;Blé*Désherbage;16/06/2015;;;Retrait;1.8;L/ha;;;;;;;;;;;;
9600321;DIEZE;Orge*Désherbage;16/06/2015;;;Retrait;1.8;L/ha;;;;;;;;;;;;
9600321;DIEZE;Seigle*Désherbage;16/06/2015;;;Retrait;1.8;L/ha;;;;;;;;;;;;
2040079;DESHERBANT ALLEES MASSO;JEVI*Désherbage*All. PJT, Cimet., Voies (1);19/06/2015;;;Retrait;15.0;L/ha;;;;;;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;6.0;L/ha;;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Zones Cult. Avt Plantat. (1);30/10/2015;;;Retrait;3.0;L/ha;;;;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;3.0;L/ha;7;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;3.0;L/ha;30;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;3.0;L/ha;;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;4.0;L/ha;21;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;4.0;L/ha;90;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;4.0;L/ha;7;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;6.0;L/ha;21;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;6.0;L/ha;7;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;6.0;L/ha;30;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;;;90;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;;;7;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;7.0;L/ha;;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;7.0;L/ha;30;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;8.0;L/ha;21;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;8.0;L/ha;90;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Cult. Installées (1);30/10/2015;;;Retrait;8.0;L/ha;7;;1;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Zones Cult. Avt Plantat. (1);30/10/2015;;;Retrait;3.0;L/ha;7;;;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Zones Cult. Avt Plantat. (1);30/10/2015;;;Retrait;3.0;L/ha;30;;;30/04/2016;30/04/2017;;;;;;;
2110067;AAT GLY360;Traitements généraux*Désherbage*Zones Cult. Avt Plantat. (1);30/10/2015;;;Retrait;3.0;L/ha;21;;;30/04/2016;30/04/2017;;;;;;;
8900275;CRESUS.;Vigne*Trt Part.Aer.*Chenilles phytophages;16/06/2015;;;Retrait;0.5;L/ha;;;;;;;;;;;;
8900275;CRESUS.;Vigne*Trt Part.Aer.*Cicadelles (1);16/06/2015;;;Retrait;0.5;L/ha;;;;;;;;;;;;
8900275;CRESUS.;Vigne*Trt Part.Aer.*Cochenilles;16/06/2015;;;Retrait;0.5;L/ha;;;;;;;;;;;;
8900275;CRESUS.;Vigne*Trt Part.Aer.*Coléoptères phytophages;16/06/2015;;;Retrait;0.5;L/ha;;;;;;;;;;;;
8900275;CRESUS.;Vigne*Trt Part.Aer.*Tordeuses de la grappe;16/06/2015;;;Retrait;0.5;L/ha;;;;;;;;;;;;
9600287;EXPERT AGREVO;Traitements généraux*Trt Sol*Champignons (pythiacées) (1);16/06/2015;;;Retrait;140.0;L/ha;;;;;;;;;;;;
