type produit;numero AMM;nom produit;seconds noms commerciaux;titulaire;type commercial;gamme usage;mentions autorisees;Substances actives;fonctions;formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;
PPP;2171242;KEYFOL WG;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;16603207;Laitue*Trt Part.Aer.*Mildiou(s);20/02/2018;10;;Autorisé;2.5;kg/ha;15;;4;;;Uniquement sur laitue. Intervalle minimum entre les applications : 10 jours.;5.0;;;;
PPP;2171242;KEYFOL WG;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;16953201;Tomate - Aubergine*Trt Part.Aer.*Mildiou(s);20/02/2018;10;;Autorisé;2.5;kg/ha;3;;4;;;Egalement autorisé sous abri. Intervalle minimum entre les applications : 10 jours.;5.0;;;;
PPP;2171242;KEYFOL WG;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;16323204;Cucurbitacées à peau comestible*Trt Part.Aer.*Mildiou(s);20/02/2018;10;;Autorisé;2.5;kg/ha;3;;4;;;Uniquement autorisé sous abri. Intervalle minimum entre les applications : 10 jours.;;;;;
PPP;2171242;KEYFOL WG;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);20/02/2018;12;;Autorisé;2.5;kg/ha;28;;3;;;Intervalle minimum entre les applications: 10 jours.;5.0;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;12614701;Fruits à pépins*Trt Prod. Réc.*Echaudure;20/06/2024;;;Autorisé;0.112;g/m3;;;3;;;Uniquement sur pommes. Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;12614701;Fruits à pépins*Trt Prod. Réc.*Echaudure;20/06/2024;;;Autorisé;0.081;g/m3;;;1;;;Uniquement sur poires, coings et nashis. Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;12604801;Fruits à pépins*Trt Prod. Réc.*Act. Qual. Fruits;20/06/2024;;;Autorisé;0.112;g/m3;;;3;;;Uniquement sur pommes Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;12604801;Fruits à pépins*Trt Prod. Réc.*Act. Qual. Fruits;20/06/2024;;;Autorisé;0.081;g/m3;;;1;;;Uniquement sur poires, coings et nashis. Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;00210007;Kiwi*Trt Prod. Réc.*Act. Qual. Fruits;20/06/2024;;;Autorisé;0.081;g/m3;;;1;;;Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;12654801;Prunier*Trt Prod. Réc.*Act. Qual. Fruits;20/06/2024;;;Autorisé;0.081;g/m3;;;1;;;Uniquement sur prunes. Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;16954801;Tomate - Aubergine*Trt Prod. Réc.*Act. Qual. Fruits;20/06/2024;;;Autorisé;0.081;g/m3;;;1;;;Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;16754801;Cucurbitacées à peau non comestible*Trt Prod. Réc.*Act. Qual. Fruits;20/06/2024;;;Autorisé;0.112;g/m3;;;1;;;Uniquement sur melons. Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. ;;;;;
PPP;2150057;SMARTFRESH PROTABS;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 20.0 g/kg;;;12554801;Pêcher - Abricotier*Trt Prod. Réc.*Act. Qual. Fruits;20/06/2024;;;Autorisé;0.112;g/m3;;;1;;;Uniquement autorisé en milieu clos Une application maximum par lot de denrées stockées. cation maximum par lot de denrées stockées. ;;;;;
PPP;2130010;EDIPRO;;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de référence;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;15653201;Pomme de terre*Trt Part.Aer.*Mildiou(s);11/02/2014;;;Autorisé;1.4;L/ha;14;;6;;;;5.0;;;;
PPP;9400336;TYRAN;REGUS SC;TAMINCO BV;Produit de référence;Professionnel;;chlorure de chlorméquat (Chlormequat) 460.0 g/L;Régulateur de croissance;Concentré soluble;15103808;Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens;21/06/2019;25;33;Autorisé;2.0;L/ha;;;1;;;Uniquement sur blé tendre d'hiver.;5.0;;;;
PPP;9400336;TYRAN;REGUS SC;TAMINCO BV;Produit de référence;Professionnel;;chlorure de chlorméquat (Chlormequat) 460.0 g/L;Régulateur de croissance;Concentré soluble;15103808;Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens;21/06/2019;25;37;Autorisé;1.0;L/ha;;;2;;;Uniquement sur blé tendre d'hiver.;5.0;;;;
PPP;9400336;TYRAN;REGUS SC;TAMINCO BV;Produit de référence;Professionnel;;chlorure de chlorméquat (Chlormequat) 460.0 g/L;Régulateur de croissance;Concentré soluble;15103808;Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens;30/06/2015;25;30;Autorisé;2.0;L/ha;;;1;;;Uniquement sur épeautre.;;;;;
PPP;9200056;RHIZOPON AA POUDRE 2%;;RHIZOPON BV;Produit de référence;Professionnel;Liste biocontrôle;acide indolylbutyrique (Indolylbutyric acid) 20.0 g/kg;Régulateur de croissance;Autre poudre;14053802;Cultures ornementales*Trt Plants Boutures*Act. Rhizogénèse;06/02/2017;;;Autorisé;0.025;g/bouture;;;1;;;Application par trempage de la base des boutures dans le produit.;;;;;
PPP;2140054;BIOFRESH SAFESTORE;;FRESHPALLET LTD;Produit de référence;Professionnel;Utilisable en agriculture biologique;ethylène (Ethylene) 100.0 %;Subst. Croiss.;Gaz comprimé;15654808;Pomme de terre*Trt Prod. Réc.*Limit. Destruct. Germes;15/03/2014;;;Autorisé;0.01;L/m3;;;;;;Sauf plant de pomme de terre.: ;;;;;
PPP;2010643;STEFAGIB;;FINE AGROCHEMICALS LTD;Produit de référence;Professionnel;Liste biocontrôle;gibbérellines GA4/GA7 (Gibberellins) 10.0 g/L;Subst. Croiss.;Concentré soluble;12203815;Cerisier*Trt Part.Aer.*Act. Qual. Fruits;21/04/2016;;;Retrait;1.0;L/hL;;;;;;;;;;;
PPP;2010643;STEFAGIB;;FINE AGROCHEMICALS LTD;Produit de référence;Professionnel;Liste biocontrôle;gibbérellines GA4/GA7 (Gibberellins) 10.0 g/L;Subst. Croiss.;Concentré soluble;12603813;Fruits à pépins*Trt Part.Aer.*Act. Qual. Fruits;21/04/2016;69;74;Autorisé;0.5;L/ha;3;;4;;;Uniquement autorisé sur pommier;5.0;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12503203;Olivier*Trt Part.Aer.*Maladies du feuillage;15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12503301;Olivier*Trt Part.Aer.*Bactériose(s);15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12603201;Fruits à pépins*Trt Part.Aer.*Chancre européen;15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12603203;Fruits à pépins*Trt Part.Aer.*Tavelure(s);15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12603301;Fruits à pépins*Trt Part.Aer.*Bactériose(s);15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12553203;Pêcher - Abricotier*Trt Part.Aer.*Cloque(s);15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12553233;Pêcher - Abricotier*Trt Part.Aer.*Moniliose(s);15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12553232;Pêcher - Abricotier*Trt Part.Aer.*Coryneum et polystigma;15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12553230;Pêcher - Abricotier*Trt Part.Aer.*Chancres à champignons (1);15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12553303;Pêcher - Abricotier*Trt Part.Aer.*Bactériose(s);15/07/2025;;;Retrait;3.0;L/ha;;;1;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;16953201;Tomate - Aubergine*Trt Part.Aer.*Mildiou(s);15/07/2025;;;Autorisé;2.4;L/ha;3;;2;;;Uniquement sur culture destinée au marché de frais. Également autorisé sous abri. ;20.0;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;15653201;Pomme de terre*Trt Part.Aer.*Mildiou(s);15/07/2025;;;Retrait;1.9;L/ha;15;;3;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;00002022;Arbres et arbustes*Trt Part.Aer.*Mildiou(s);15/07/2025;;;Retrait;3.0;L/ha;;;2;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;00503006;Arbres et arbustes*Trt Part.Aer.*Brunissures et tavelures;15/07/2025;;;Retrait;3.0;L/ha;;;2;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;00002019;Arbres et arbustes*Trt Part.Aer.*Maladies des taches foliaires;15/07/2025;;;Retrait;3.0;L/ha;;;2;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;14153204;Arbres et arbustes*Trt Part.Aer.*Anthracnose(s);15/07/2025;;;Retrait;3.0;L/ha;;;2;15/01/2026;15/01/2027;;;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;16953201;Tomate - Aubergine*Trt Part.Aer.*Mildiou(s);15/07/2025;;;Autorisé;2.4;L/ha;10;;2;;;Uniquement sur culture destinée à la transformation industrielle. Également autorisé sous abri. ;20.0;;;;
PPP;2171245;COPPER KEY FLOW;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 533.66 g/L;Bactéricide | Fongicide;Suspension concentrée;12053204;Agrumes*Trt Part.Aer.*Chancre du collet;15/07/2025;;;Retrait;2.7;L/ha;15;;1;15/01/2026;15/01/2027;;;;;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;16665901;Maïs doux*Désherbage;30/06/2022;12;18;Autorisé;0.75;L/ha;;;1;;;Uniquement pour des applications sur sols à pH inférieur à 7,9. Fractionnement possible en 2 applications à la dose de 0,375 L/ha en respectant un intervalle minimum entre les applications de 10 jours.;20.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;1.5;L/ha;;;1;;;Uniquement sur maïs. Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9. Fractionnement possible en 2 applications à la dose de 0,75 L/ha en respectant un intervalle minimum entre les applications de 10 jours. Dose maximale de 1,5 L/ha par an et par culture (soit en une application à 1,5 L/ha, soit en 2 applications à 0,75 L/ha);5.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;16665901;Maïs doux*Désherbage;30/06/2022;12;18;Autorisé;0.75;L/ha;;;1;;;Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9. Fractionnement possible en 2 applications à la dose de 0,375 L/ha en respectant un intervalle minimum entre les applications de 10 jours.;5.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;;09;Autorisé;1.5;L/ha;;;1;;;Uniquement sur maïs. Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9. Dose maximale de 1,5 L/ha par an et par culture (soit en une application à 1,5 L/ha, soit en 2 applications à 0,75 L/ha).;5.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;0.75;L/ha;;;1;;;Uniquement sur maïs. Uniquement pour des applications sur sols à pH inférieur à 7,9.;20.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;1.5;L/ha;;;1;;;Uniquement sur moha. Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9.;5.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;0.75;L/ha;;;1;;;Uniquement sur moha. Uniquement pour des applications sur sols à pH inférieur à 7,9.;20.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;1.5;L/ha;;;1;;;Uniquement sur millet. Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9. Dose maximale de 1,5 L/ha par an et par culture (soit en une application à 1,5 L/ha, soit en une application à 1 L/ha, soit en 2 applications à 0,5 L/ha).;5.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;0.75;L/ha;;;1;;;Uniquement sur millet. Uniquement pour des applications sur sols à pH inférieur à 7,9. Dose maximale de 1L/ha par an et par culture (soit en une application à 1 L/ha, soit en une application à 0,75 L/ha, soit en 2 applications à 0,5 L/ha).;20.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;;09;Autorisé;1.0;L/ha;;;1;;;Uniquement sur millet Dose maximale de 1,5 L/ha par an et par culture (soit en une application à 1,5 L/ha, soit en une application à 1 L/ha, soit en 2 applications à 0,5 L/ha).;5.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;;14;Autorisé;0.5;L/ha;;;2;;;Uniquement sur millet. Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9. Dose maximale de 1,5 L/ha par an et par culture (soit en une application à 1,5 L/ha, soit en une application à 1 L/ha, soit en 2 applications à 0,5 L/ha).;5.0;;5.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;;14;Autorisé;0.5;L/ha;;;2;;;Uniquement sur millet. Uniquement pour des applications sur sols à pH inférieur à 7,9. Dose maximale de 1L/ha par an et par culture (soit en une application à 1 L/ha, soit en une application à 0,75 L/ha, soit en 2 applications à 0,5 L/ha).;5.0;;5.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;1.5;L/ha;;;1;;;Uniquement sur miscanthus Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9. Dose maximale de 1,5 L/ha par an et par culture (soit en une application à 1,5 L/ha, soit en 2 applications à 0,75 L/ha).;5.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;18;Autorisé;0.75;L/ha;;;1;;;Uniquement sur miscanthus. Uniquement pour des applications sur sols à pH inférieur à 7,9.;20.0;;20.0;;
PPP;2220646;CUTER;;INDUSTRIAS AFRASA S.A.;Produit de revente;Professionnel;;mésotrione (Mesotrione) 100.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;30/06/2022;12;16;Autorisé;0.75;L/ha;;;2;;;Uniquement sur miscanthus. Uniquement pour des applications sur sols à pH supérieur ou égal à 7,9. Dose maximale de 1,5 L/ha par an et par culture (soit en une application à 1,5 L/ha, soit en 2 applications à 0,75 L/ha). Usage autorisé dans le cadre de l'article 51 du règlement (CE) n°1107/2009;5.0;;20.0;;
PPP;2140124;PARSEC;EXIT;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg;Herbicide;Granulé dispersable;11015904;JEVI*Désherb. Total (1);24/01/2024;;;Retrait;0.3;kg/ha;;;1;;;;;;;;
PPP;2140124;PARSEC;EXIT;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg;Herbicide;Granulé dispersable;11015903;JEVI*Désherbage*All. PJT, Cimet., Voies (1);24/01/2024;;;Retrait;0.3;kg/ha;;;1;;;;;;;;
PPP;2140124;PARSEC;EXIT;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg;Herbicide;Granulé dispersable;10015907;JEVI*Désherb. Total*Sites industriels et autres infrastructures;24/01/2024;;;Autorisé;0.3;kg/ha;;;1;;;;5.0;;;;
PPP;2140124;PARSEC;EXIT;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg;Herbicide;Granulé dispersable;01001001;JEVI*Désherbage*Voies ferrées;24/01/2024;;;Autorisé;0.3;kg/ha;;;1;;;Uniquement pour une application à l'aide d'un train désherbeur.;5.0;;;;
PPP;2140124;PARSEC;EXIT;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg;Herbicide;Granulé dispersable;10015908;JEVI*Désherbage*PJT;24/01/2024;;;Autorisé;0.3;kg/ha;;;1;;;;5.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;13205901;Canne à sucre*Désherbage;17/06/2025;;;Retrait;3.0;L/ha;;;1;;;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;12605905;Fruits à pépins*Désherbage*Cult. Installées;21/03/2019;;;Retrait;6.0;L/ha;;;1;31/03/2019;28/02/2020;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15755901;Riz*Désherbage;10/04/2015;;;Retrait;2.5;L/ha;;;1;;;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;12705902;Vigne*Désherbage*Cult. Installées;21/03/2019;;;Retrait;6.0;L/ha;;;1;31/03/2019;28/02/2020;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16905901;Salsifis*Désherbage;11/02/2009;;;Retrait;;;;;;;;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16205901;Carotte*Désherbage;17/06/2025;;14;Autorisé;2.0;L/ha;;;1;;;;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15105912;Blé*Désherbage;17/06/2025;;13;Autorisé;2.5;L/ha;;;1;;;Uniquement sur blé et triticale.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16255901;Céleris*Désherbage (1);17/06/2025;;;Retrait;;;;;1;;;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16405901;Choux*Désherbage;17/06/2025;;;Autorisé;3.0;L/ha;;;1;;;Uniquement en pré-plantation.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;17405901;Cultures florales et plantes vertes*Désherbage;17/06/2025;00;14;Autorisé;3.0;L/ha;;;1;;;Uniquement sur muguet.;50.0;;;;
