type produit;numero AMM;nom produit;seconds noms commerciaux;titulaire;type commercial;gamme usage;mentions autorisees;Substances actives;fonctions;formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;
PPP;2110115;SHERPA 100 EW;APHICAR 100 EW | CYPERFOR 100 EW | SCIPIO 100EW;SBM DEVELOPPEMENT;Produit de référence;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Emulsion de type aqueux;15103109;Céréales à paille*Trt Part.Aer.*Pucerons;15/07/2011;;;Autorisé;0.25;L/ha;21;;2;;;Uniquement sur blé, seigle et triticale (non autorisé sur orge et avoine) ancien intitulé : CEREALES * TRAIT. PARTIES AERIENNES * PUCERONS DES EPIS    : - Intervalle entre applications : 21 jours.;20.0;;5.0;;
PPP;2110115;SHERPA 100 EW;APHICAR 100 EW | CYPERFOR 100 EW | SCIPIO 100EW;SBM DEVELOPPEMENT;Produit de référence;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Emulsion de type aqueux;15203103;Crucifères oléagineuses*Trt Part.Aer.*Coléoptères phytophages;15/07/2011;;;Autorisé;0.25;L/ha;28;;2;;;CRUCIFERES OLEAGINEUSES * TRAIT. PARTIES AERIENNES * CHARANCON DES SILIQUES    : - Intervalle entre applications : 21 jours.;20.0;;5.0;;
PPP;2110115;SHERPA 100 EW;APHICAR 100 EW | CYPERFOR 100 EW | SCIPIO 100EW;SBM DEVELOPPEMENT;Produit de référence;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Emulsion de type aqueux;15203103;Crucifères oléagineuses*Trt Part.Aer.*Coléoptères phytophages;15/07/2011;;;Autorisé;0.25;L/ha;28;;2;;;CRUCIFERES OLEAGINEUSES * TRAIT. PARTIES AERIENNES * GROSSE ALTISE    : - Intervalle entre applications : 21 jours.;20.0;;5.0;;
PPP;2150918;CLODINATOP;VELIOST | GRIMS | ORIONIDE;ASCENZA France;Générique;Professionnel;;cloquintocet-mexyl (Cloquintocet mexyl) 25.0 g/L | clodinafop-propargyl (Clodinafop) 100.0 g/L;Herbicide;Concentré émulsionnable;15105915;Seigle*Désherbage;25/02/2016;12;69;Autorisé;0.6;L/ha;42;;1;;;;5.0;;5.0;;
PPP;2150918;CLODINATOP;VELIOST | GRIMS | ORIONIDE;ASCENZA France;Générique;Professionnel;;cloquintocet-mexyl (Cloquintocet mexyl) 25.0 g/L | clodinafop-propargyl (Clodinafop) 100.0 g/L;Herbicide;Concentré émulsionnable;10995900;Porte graine*Désherbage;14/11/2017;;;Autorisé;0.6;L/ha;42;;1;;;;5.0;;5.0;;
PPP;2150918;CLODINATOP;VELIOST | GRIMS | ORIONIDE;ASCENZA France;Générique;Professionnel;;cloquintocet-mexyl (Cloquintocet mexyl) 25.0 g/L | clodinafop-propargyl (Clodinafop) 100.0 g/L;Herbicide;Concentré émulsionnable;15105912;Blé*Désherbage;25/02/2016;12;69;Autorisé;0.6;L/ha;42;;1;;;;5.0;;5.0;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12603105;Fruits à pépins*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;3;;3;;;Uniquement sur pommier et poirier.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12553103;Pêcher - Abricotier*Trt Part.Aer.*Chenilles foreuses des fruits;27/02/2020;71;89;Autorisé;2.0;L/ha;3;;3;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12553133;Pêcher - Abricotier*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;3;;3;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12203103;Cerisier*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12653102;Prunier*Trt Part.Aer.*Chenilles foreuses des fruits;27/02/2020;71;89;Autorisé;2.0;L/ha;3;;3;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12013103;Kiwi*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12653106;Prunier*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;3;;3;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12503102;Olivier*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12703117;Vigne*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;1.0;L/ha;1;;3;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;27/02/2020;11;89;Autorisé;1.0;L/ha;1;;3;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;16103103;Artichaut*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;00403006;Forêt*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;;;3;;;;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;15853104;Tabac*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;;;3;;;;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;16753108;Cucurbitacées à peau non comestible*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;Uniquement sur melon, pastèque et potiron. Également autorisé sous abri.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;16953113;Tomate - Aubergine*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;Également autorisé sous abri.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;17403108;Cultures florales et plantes vertes*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;;;3;;;Également autorisé sous abri.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;16863108;Poivron*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;Également autorisé sous abri. ;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;16323105;Cucurbitacées à peau comestible*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;Uniquement sur concombre et courgette. Également autorisé sous abri.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;00516011;Haricots et pois non écossés frais*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;Également autorisé sous abri.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;00517070;Légumineuses potagères (sèches)*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;Également autorisé sous abri.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;16573104;Haricots et Pois écossés frais*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;Également autorisé sous abri.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. Kurstaki strain EG 2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12053110;Agrumes*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11;89;Autorisé;2.0;L/ha;1;;3;;;;5.0;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;15104108;Céréales*Trt Prod. Réc.*Ravageurs des denrées stockées;08/01/2021;;;Autorisé;0.084;L/t;;;1;;;;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;15254101;Graines protéagineuses*Trt Prod. Réc.*Ravageurs divers;08/01/2021;;;Autorisé;0.084;L/t;;;1;;;Sur féverole. Usage en curatif.;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;15254101;Graines protéagineuses*Trt Prod. Réc.*Ravageurs divers;08/01/2021;;;Autorisé;0.042;L/t;;;1;;;Sur féverole. Usage en préventif. ;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;16564101;Haricots*Trt Prod. Réc.*Coléoptères phytophages (1);08/01/2021;;;Autorisé;0.084;L/t;;;1;;;Usage en curatif.;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;16564101;Haricots*Trt Prod. Réc.*Coléoptères phytophages (1);08/01/2021;;;Autorisé;0.042;L/t;;;1;;;Usage en préventif.;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;00517069;Légumineuses potagères (sèches)*Trt Prod. Réc.*Coléoptères phytophages;08/01/2021;;;Autorisé;0.042;L/t;;;1;;;Sur lentilles. Usage en préventif.;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;00517069;Légumineuses potagères (sèches)*Trt Prod. Réc.*Coléoptères phytophages;08/01/2021;;;Autorisé;0.084;L/t;;;1;;;Sur lentilles. Usage en curatif.;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;16854101;Pois*Trt Prod. Réc.*Ravageurs divers (1);08/01/2021;;;Autorisé;0.084;L/t;;;1;;;Usage en curatif.;;;;;
PPP;2210009;BANK;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;deltaméthrine (Deltamethrin) 6.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 54.0 g/L;Insecticide;Liquide pour application à ultrabas volume;16854101;Pois*Trt Prod. Réc.*Ravageurs divers (1);08/01/2021;;;Autorisé;0.042;L/t;;;1;;;Usage en préventif.;;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;00106013;Avoine*Trt Part.Aer.*Fusarioses;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;A n'utiliser  qu'en cas de risque associé de rouille couronnée;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103206;Avoine*Trt Part.Aer.*Oïdium(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103230;Avoine*Trt Part.Aer.*Piétin verse;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103231;Avoine*Trt Part.Aer.*Rouille couronnée;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;00106011;Avoine*Trt Part.Aer.*Septoriose(s) et helminthosporiose;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103226;Orge*Trt Part.Aer.*Helminthosporiose et ramulariose;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;A n'utiliser qu'en cas de risque associé d'oïdium. Efficace également contre la ramulariose.;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;00121015;Orge*Trt Part.Aer.*Fusarioses;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103225;Orge*Trt Part.Aer.*Oïdium(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103207;Orge*Trt Part.Aer.*Piétin verse;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103229;Orge*Trt Part.Aer.*Rhynchosporiose;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;A n'utiliser qu'en cas de risque associé d'oïdium;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103205;Orge*Trt Part.Aer.*Rouille(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;Utilisation uniquement contre la rouille naine associée à l'oïdium;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;00125011;Seigle*Trt Part.Aer.*Fusarioses;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;A n'utiliser  qu'en cas de risque associé de rouille brune;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;00125016;Seigle*Trt Part.Aer.*Oïdium(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103232;Seigle*Trt Part.Aer.*Rhynchosporiose;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;A n'utiliser  qu'en cas de risque associé de rouille brune;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103208;Seigle*Trt Part.Aer.*Rouille(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;Utilisation contre la rouille brune;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103202;Blé*Trt Part.Aer.*Fusarioses;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;A n'utiliser qu'en cas de risque de septorioses ou de rouilles associé;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;00108034;Blé*Trt Part.Aer.*Helminthosporiose;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;blé uniquement A n'utiliser qu'en cas de risque de septoriose ou de rouilles associé;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103209;Blé*Trt Part.Aer.*Oïdium(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103210;Blé*Trt Part.Aer.*Piétin verse;06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103214;Blé*Trt Part.Aer.*Rouille(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;Pour triticale utilisation contre la rouille jaune et brune. Pour blé utilisation contre la rouille noire, brune et jaune;5.0;;;;
PPP;2120070;KESTREL;ONNEL;BAYER SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 80.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L;Fongicide;Concentré émulsionnable;15103221;Blé*Trt Part.Aer.*Septoriose(s);06/11/2023;;;Autorisé;1.0;L/ha;35;;1;;;;5.0;;;;
PPP;9600548;LAGON;TISON | ACAJOU;BAYER SAS;Produit de référence;Professionnel;;isoxaflutole (Isoxaflutole) 75.0 g/L | aclonifène (Aclonifen) 500.0 g/L;Herbicide;Suspension concentrée;16665901;Maïs doux*Désherbage;08/03/2016;00;03;Autorisé;0.5;L/ha;;;1;;;;5.0;;5.0;;
PPP;9600548;LAGON;TISON | ACAJOU;BAYER SAS;Produit de référence;Professionnel;;isoxaflutole (Isoxaflutole) 75.0 g/L | aclonifène (Aclonifen) 500.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;08/03/2016;00;03;Autorisé;1.0;L/ha;;;1;;;Autorisé sur maïs grain et fourrage uniquement;5.0;;5.0;;
PPP;2180124;REDIGO M;;BAYER SAS;Produit de référence;Professionnel;;prothioconazole (Prothioconazole) 100.0 g/L | métalaxyl (Metalaxyl) 20.0 g/L;Fongicide;Suspension concentrée pour traitement des semences;15551201;Maïs*Trt Sem.*Champignons (pythiacées);04/04/2024;00;00;Autorisé;15.0;mL/unité;;;1;;;1 unité = 50000 graines (densité de semis : 3,2 unités/ha).;;;;;
PPP;2180124;REDIGO M;;BAYER SAS;Produit de référence;Professionnel;;prothioconazole (Prothioconazole) 100.0 g/L | métalaxyl (Metalaxyl) 20.0 g/L;Fongicide;Suspension concentrée pour traitement des semences;00120037;Maïs*Trt Sem.*Champignons (autres que pythiacées);04/04/2024;00;00;Autorisé;15.0;mL/unité;;;1;;;1 unité = 50000 graines (densité de semis : 3,2 unités/ha).;;;;;
PPP;2180124;REDIGO M;;BAYER SAS;Produit de référence;Professionnel;;prothioconazole (Prothioconazole) 100.0 g/L | métalaxyl (Metalaxyl) 20.0 g/L;Fongicide;Suspension concentrée pour traitement des semences;16661201;Maïs doux*Trt Sem. Plants*Champignons (pythiacées);04/04/2024;00;00;Autorisé;15.0;mL/unité;;;1;;;1 unité = 50000 graines (densité de semis : 3,2 unités/ha).;;;;;
PPP;2180124;REDIGO M;;BAYER SAS;Produit de référence;Professionnel;;prothioconazole (Prothioconazole) 100.0 g/L | métalaxyl (Metalaxyl) 20.0 g/L;Fongicide;Suspension concentrée pour traitement des semences;16661202;Maïs doux*Trt Sem. Plants*Champignons (autres que pythiacées);04/04/2024;00;00;Autorisé;15.0;mL/unité;;;1;;;1 unité = 50000 graines (densité de semis : 3,2 unités/ha).;;;;;
